REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
LNH447P,LNH447P:Schedule Motor Vehicles Financed Under HP,10909,10366,8,2,branch,Text,3,5,3,1,1,RptDetailLine03,"99 999  AAAA AAAA AAAAAA                   AA9999A                   9999999999-99999       99 A             99,999.99  AA9AA99A999AA9AA99A                       9A9999A9A                     *"
LNH447P,LNH447P:Schedule Motor Vehicles Financed Under HP,10909,10366,8,3,branch_name,Text,8,39,32,1,1,RptDetailLine03,"99 999  AAAA AAAA AAAAAA                   AA9999A                   9999999999-99999       99 A             99,999.99  AA9AA99A999AA9AA99A                       9A9999A9A                     *"
LNH447P,LNH447P:Schedule Motor Vehicles Financed Under HP,10909,10366,8,6,vehicle_registration_no,Text,40,62,23,1,1,RptDetailLine03,"99 999  AAAA AAAA AAAAAA                   AA9999A                   9999999999-99999       99 A             99,999.99  AA9AA99A999AA9AA99A                       9A9999A9A                     *"
LNH447P,LNH447P:Schedule Motor Vehicles Financed Under HP,10909,10366,8,7,account_number,Text,65,84,20,1,1,RptDetailLine03,"99 999  AAAA AAAA AAAAAA                   AA9999A                   9999999999-99999       99 A             99,999.99  AA9AA99A999AA9AA99A                       9A9999A9A                     *"
LNL001P,LNL001P,8027,9017,5,4,board_code,Text,13,22,10,0,1,RptDetailsLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL001P,LNL001P,8027,9017,12,2,application_no,Text,5,22,18,1,1,RptDetailLine002,"   9 A/AAA/99/99999                    99           999,999.99           999,999.99           999,999.99                 9.99            999,999.99              9,999.99           999,999.99     A  *"
LNL001PC,LNL001PC:Details of LEFS/ELEFS (Excluding factorin,45442,9018,5,4,board_code,Text,13,22,10,0,1,RptDetailsLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL001PC,LNL001PC:Details of LEFS/ELEFS (Excluding factorin,45442,9018,12,2,application_no,Text,5,22,18,1,1,RptDetailLine003,"   9 A/AAA/99/99999                    99           999,999.99           999,999.99           999,999.99                 9.99            999,999.99              9,999.99           999,999.99     A  *"
LNL005P,LNL005P,8031,9774,5,4,board_code,Text,13,24,12,1,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                 *
LNL005P,LNL005P,8031,9774,8,1,interest_line,Text,2,12,11,1,1,RptDetailLine002,"9. A999        A  9/99/99 AA 99/99/99  ( 99 AAAA)    9.999999%               99,.99.99                  99.99                       *"
LNL005PB,LNL005PB:,44621,10191,5,4,board_code,Text,13,24,12,1,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                 *
LNL005PB,LNL005PB:,44621,10191,8,1,interest_line,Text,2,12,11,1,1,RptDetailLine002,"A999           9/99/99 AA 99/99/99  ( 99 AAAA)    9.999999%            9,999,999.99               9,999.99                          *"
LNL005PC,LNL005PC:Interest on Loan Disbursed under LEF/LEFS,45443,10192,5,4,board_code,Text,13,24,12,1,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                 *
LNL005PC,LNL005PC:Interest on Loan Disbursed under LEF/LEFS,45443,10192,8,1,interest_line,Text,2,12,11,1,1,RptDetailLine002,"A999           9/99/99 AA 99/99/99  ( 99 AAAA)    9.999999%            9,999,999.99               9,999.99                          *"
LNL005PD,LNL005PD:Interest on Loan Disbursed under LEF/LEFS,45459,10193,5,4,board_code,Text,13,24,12,1,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                 *
LNL005PD,LNL005PD:Interest on Loan Disbursed under LEF/LEFS,45459,10193,8,1,interest_line,Text,2,12,11,1,1,RptDetailLine002,"A999           9/99/99 AA 99/99/99  ( 99 AAAA)    9.999999%            9,999,999.99               9,999.99                          *"
LNL017P,LNL017P,8050,10196,11,2,APPLICATION_NO,Text,8,22,15,0,1,RptDetails001,                                                                  99/99/99                                                            9.99                9.999999%                             9.99 *
LNL017PC,LNL017PC :List of overdue interest receipts,45447,7432,11,2,APPLICATION_NO,Text,8,22,15,0,1,RptDetails001,                                                                   9/99/99                                                            9.99                9.999999%                             9.99 *
LNL019P,LNL019P,8049,9848,17,2,appln_no,Text,5,24,20,1,1,RptDetailLine001,"   9 AAAAAAAAAAAAA9             A9AA99A9A9                        99            99,999.99                                           *"
LNL019P,LNL019P,8049,9848,17,3,company_name,Text,32,51,20,1,1,RptDetailLine001,"   9 AAAAAAAAAAAAA9             A9AA99A9A9                        99            99,999.99                                           *"
LNL019PB,LNL019PB:,44620,7106,7,2,APPLN_NO,Text,5,21,17,1,1,RptDetailsLine001,"   9 A/AAA/99/99999       AA99  9999AAAAAAAA9A9A9999 AA  A999A    99           999,999.99                                           *"
LNL019PB,LNL019PB:,44620,7106,7,2,APPLN_NO,Text,5,21,17,1,1,RptDetailLine002,                         AA99            AA                A999A                                                                    *
LNL019PB,LNL019PB:,44620,7106,17,2,appln_no,Text,5,24,20,1,1,RptDetailLine001,"   9 AAAAAAAAAAAAA9             A9AA99A9A9                        99            99,999.99                                           *"
LNL019PB,LNL019PB:,44620,7106,17,3,company_name,Text,32,51,20,1,1,RptDetailLine001,"   9 AAAAAAAAAAAAA9             A9AA99A9A9                        99            99,999.99                                           *"
LNL019PC,LNL019PC:New Approval for the Month,45448,7418,7,2,APPLN_NO,Text,5,21,17,1,1,RptDetailsLine001,"   9 A/AAA/99/99999       AA99  9999AAAAAAAA9A9A9999 AA  A999A    99           999,999.99                                           *"
LNL019PD,LNL019PD:New Approval for the Month,45462,10144,7,2,APPLN_NO,Text,5,21,17,1,1,RptDetailsLine001,"   9 A/AAA/99/99999       AA99  9999AAAAAAAA9A9A9999 AA  A999A    99           999,999.99                                           *"
LNL021P,LNL021P,8029,10199,5,4,Board_code,Text,13,25,13,0,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL021P,LNL021P,8029,10199,12,2,application_no,Text,5,29,25,1,1,RptDetailLine003,"   9 AAA999999                         99            99,999.99                 9.99            99,999.99            99,999.99             99,999.99                  9.99                 9.99     A  *"
LNL021PB,LNL021PB:,44614,10198,5,4,Board_code,Text,13,25,13,0,1,RptDetailLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL021PB,LNL021PB:,44614,10198,12,2,application_no,Text,5,29,25,1,1,RptDetailLine003,"   9 AAA999999                         99            99,999.99                 9.99            99,999.99            99,999.99             99,999.99                  9.99                 9.99     A  *"
LNL021PC,LNL021PC:Details of Working Capital Loan,45449,9009,5,4,board_code,Text,13,22,10,0,1,RptDetailsLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL021PC,LNL021PC:Details of Working Capital Loan,45449,9009,12,2,application_no,Text,5,22,18,1,1,RptDetailLine003,"   9 A/AAA/99/99999                    99           999,999.99           999,999.99           999,999.99                 9.99            999,999.99              9,999.99           999,999.99     A  *"
LNL021PD,LNL021PD:Details of Working Capital Loan,45463,9008,5,4,board_code,Text,13,22,10,0,1,RptDetailsLine001,AAAAA AAAA : AAAAAA                                                                                                                                                                                   *
LNL021PD,LNL021PD:Details of Working Capital Loan,45463,9008,12,2,application_no,Text,5,22,18,1,1,RptDetailLine003,"   9 A/AAA/99/99999                    99           999,999.99           999,999.99           999,999.99                 9.99            999,999.99              9,999.99           999,999.99     A  *"
LNL040P,LNL040P:,33186,7548,12,3,APPL_NO,Text,7,23,17,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040P,LNL040P:,33186,7548,12,5,COMPANY_NAME,Text,32,51,20,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040P,LNL040P:,33186,7548,12,8,LOAN_COMMITMENT,Decimal,64,82,19,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PB,LNL040PB:,44619,7549,12,3,APPL_NO,Text,7,23,17,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PB,LNL040PB:,44619,7549,12,5,COMPANY_NAME,Text,32,51,20,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PB,LNL040PB:,44619,7549,12,8,LOAN_COMMITMENT,Decimal,64,82,19,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PC,LNL040PC:LEFS_ELEFS Defaulters more than 30 Days,45450,7550,12,3,APPL_NO,Text,7,23,17,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PC,LNL040PC:LEFS_ELEFS Defaulters more than 30 Days,45450,7550,12,5,COMPANY_NAME,Text,32,51,20,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PC,LNL040PC:LEFS_ELEFS Defaulters more than 30 Days,45450,7550,12,8,LOAN_COMMITMENT,Decimal,64,82,19,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PD,LNL040PD:LEFS_ELEFS Defaulters more than 30 Days,45464,7551,12,3,APPL_NO,Text,7,23,17,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PD,LNL040PD:LEFS_ELEFS Defaulters more than 30 Days,45464,7551,12,5,COMPANY_NAME,Text,32,51,20,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL040PD,LNL040PD:LEFS_ELEFS Defaulters more than 30 Days,45464,7551,12,8,LOAN_COMMITMENT,Decimal,64,82,19,1,1,RptDetailLine001,"9    9 9/9/99/99999       999   9A9AAA9A99A99A9AAA99 AA  99999         9,999,999.99          9,999,999.99          9,999,999.99           9,999,999.99        9/99/99                                 *"
LNL041P,LNL041P:,33187,1873,9,2,APPL_NO,Text,5,19,15,1,1,RptDetailsLine001,"   9 A9999/99999        A99 AAAAAAAAA AAAAAAAAAA AA  A   9999            99,999.99                   .99               999.99                                                                 99/99/99*"
LNL042PB,LNL042PB:Details of Default Working Captital Loans,44631,7115,14,3,LOAN_NO,Text,27,30,4,1,1,RptDetailsLine001,"   9 A/A/99/99999          A99       99             999,999.99                 9.99           999,999.99                 9.99                 9.99                 9.99           999,999.99      A   *"
LNL043P,LNL043P:Details of Default Working Capital Loans,35116,7116,10,3,LOAN_NO,Text,26,30,5,1,1,RptDetailLine001,"   9 A/99/99/99999         999          9           999,999.99                 9.99                 9.99                 9.99            999,999.99                  9.99           999,999.99     A  *"
