REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
OCBCTHBK01,RECBCTHBK1:OCBC DVR vs SWIFT Matched Report,44765,10839,5,3,Source,Text,63,72,10,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OCBCTHBK01,RECBCTHBK1:OCBC DVR vs SWIFT Matched Report,44765,10839,5,4,Msg_Type,Integer,74,81,8,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OCBCTHBK02,RECBCTHBK2:OCBC DVR vs SWIFT Outstanding Report,44766,10840,5,1,Originator_BIC,Text,1,30,30,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OCBCTHBK02,RECBCTHBK2:OCBC DVR vs SWIFT Outstanding Report,44766,10840,5,2,Receiver_BIS,Text,32,61,30,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OCBCTHBK02,RECBCTHBK2:OCBC DVR vs SWIFT Outstanding Report,44766,10840,5,3,Source,Text,63,72,10,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OCBCTHBK02,RECBCTHBK2:OCBC DVR vs SWIFT Outstanding Report,44766,10840,5,4,Msg_Type,Integer,74,81,8,1,1,RptDetailLine001,9AAAAAAAA                       AAAAAAAA                       AAAAA      999      99-AAA-99    99-AAA-99                   999.99 AAA   AAAA999-999999       9AA99A99-A99A-99A9-A999-A99999A99AA9                                                        *
OMWCD300,OMWCD300:VISA Direct Wallets Daily Settlemt Report,48439,10566,4,10,Receiving_Bank_BIC,Text,160,188,29,1,1,RptDetailLine001,9                   9999-99-99                              9999999999                              AAAA AAAAAAAA AAAAAAA         AAAAAAAA AAAAA AAAA           AAAAAAAA                      AAA            9999.99                            *
OMWCD300,OMWCD300:VISA Direct Wallets Daily Settlemt Report,48439,10566,4,11,Currency,Text,190,199,10,1,1,RptDetailLine001,9                   9999-99-99                              9999999999                              AAAA AAAAAAAA AAAAAAA         AAAAAAAA AAAAA AAAA           AAAAAAAA                      AAA            9999.99                            *
OMWCD302,OMWCD302:VISA Direct Wallets Daily Recon Report,48438,10565,5,5,Transaction_Type,Text,105,128,24,1,1,RptDetailLine001,9    9999999999999999         999999999999999                         9999-99-99                         AAAAAA                   AAA                           999.99                                                                          *
OMWCD302,OMWCD302:VISA Direct Wallets Daily Recon Report,48438,10565,5,6,BuyCurrency,Text,130,144,15,1,1,RptDetailLine001,9    9999999999999999         999999999999999                         9999-99-99                         AAAAAA                   AAA                           999.99                                                                          *
OMWCD305,OMWCD305:VISA Wallet Tx Exception Report - Daily,48394,10567,5,2,OCBCRef,Text,5,23,19,1,1,RptDetailLine001,9    9999999999999999    9999999A-9A9A-99AA-A9A9-9AA9AA999999    9999-99-99A99:99:99.999999    A                   AAAAAAAAA999                  999999999999             AAAAAA_AAAAAAA              AAAA AAA                 +99 99999999999  *
OMWCD306,OMWCD306:OCBC Transaction Summary Report,48395,10576,5,2,OCBC_Reference_Number,Text,5,29,25,1,1,RptDetailLine001,9    9999999999999999         999999999999999                         9999-99-99A99:99:99.999999         AAAAAAAA AAAAAAAA        999999999999                  AAAAAA         +99 99999999999               AAA                 999.99         *
OMWCD306,OMWCD306:OCBC Transaction Summary Report,48395,10576,5,3,VISA_Transaction_ID,Text,30,69,40,1,1,RptDetailLine001,9    9999999999999999         999999999999999                         9999-99-99A99:99:99.999999         AAAAAAAA AAAAAAAA        999999999999                  AAAAAA         +99 99999999999               AAA                 999.99         *
OMWCD306,OMWCD306:OCBC Transaction Summary Report,48395,10576,5,5,Transaction_Type,Text,105,129,25,1,1,RptDetailLine001,9    9999999999999999         999999999999999                         9999-99-99A99:99:99.999999         AAAAAAAA AAAAAAAA        999999999999                  AAAAAA         +99 99999999999               AAA                 999.99         *
OMWCD306,OMWCD306:OCBC Transaction Summary Report,48395,10576,6,4,Status,Text,40,64,25,1,1,RptDetailLine002,9    AAA                 999.99         AAAAAAAAAA                                                                                                                                                                                              *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,5,2,campaign_name,Text,4,22,19,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA 99/99/9999                    99/99/9999                    AA AAAAAA AAAAAAA             A9AA99AA            9999999999     9999999999999999    A9AAAA                                                                          *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,5,10,referral_code,Text,114,129,16,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA 99/99/9999                    99/99/9999                    AA AAAAAA AAAAAAA             A9AA99AA            9999999999     9999999999999999    A9AAAA                                                                          *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,5,11,referrer_cif,Text,134,145,12,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA 99/99/9999                    99/99/9999                    AA AAAAAA AAAAAAA             A9AA99AA            9999999999     9999999999999999    A9AAAA                                                                          *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,5,12,referrer_card_no,Text,149,165,17,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA 99/99/9999                    99/99/9999                    AA AAAAAA AAAAAAA             A9AA99AA            9999999999     9999999999999999    A9AAAA                                                                          *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,6,2,referee_cif,Text,4,17,14,1,1,RptDetailLine002,9   9999999999     AAAAAAA                       999999999999        A.A                           A.A                                A.A                 A.A                                                                                            *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,6,4,referee_account_no,Text,49,66,18,1,1,RptDetailLine002,9   9999999999     AAAAAAA                       999999999999        A.A                           A.A                                A.A                 A.A                                                                                            *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,6,6,referee_card_applicatn_status,Text,99,128,30,1,1,RptDetailLine002,9   9999999999     AAAAAAA                       999999999999        A.A                           A.A                                A.A                 A.A                                                                                            *
ONOEX1001,ONOEX1001:Digital Onshore Onboarding Exception Rpt,47391,9728,6,7,referee_card_no,Text,134,151,18,1,1,RptDetailLine002,9   9999999999     AAAAAAA                       999999999999        A.A                           A.A                                A.A                 A.A                                                                                            *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,6,2,campaign_name,Text,4,33,30,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,6,7,referral_code,Text,84,97,14,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,6,8,referee_cif,Text,99,112,14,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,6,9,referee_account_no,Text,114,132,19,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,7,6,referee_card_application,Text,139,158,20,1,1,RptDetailLine002,9   99/99/9999               AAAAAAA                  A.A                                                         9                        AAAAAAA                       9999999999999999    9999999999                                                  *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,7,7,referee_card_no,Text,169,186,18,1,1,RptDetailLine002,9   99/99/9999               AAAAAAA                  A.A                                                         9                        AAAAAAA                       9999999999999999    9999999999                                                  *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,7,8,referrer_cif,Text,189,218,30,1,1,RptDetailLine002,9   99/99/9999               AAAAAAA                  A.A                                                         9                        AAAAAAA                       9999999999999999    9999999999                                                  *
ONOMGM1001,ONOMGM1001:Digital Onshore Onboarding Rewards Rpt,47390,9741,8,2,referrer_account_no,Text,4,21,18,1,1,RptDetailLine003,9   999999999999             A                        99.99                    A.A                      AAAA                     99/99/9999                    AA A AAAA AAA A               9                                                           *
PMSIFTCOMPD,PMSIFTCOMPD:IFT COMP_DAILY transaction report,48563,10706,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                                                *
PMSIFTCOMPD,PMSIFTCOMPD:IFT COMP_DAILY transaction report,48563,10706,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 99.99                  AAA AAA                                      AAA      AAAA999999999999                                   AAAAAAAA                                                   *
PMSIFTCOMPD,PMSIFTCOMPD:IFT COMP_DAILY transaction report,48563,10706,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                                                    *
PMSIFTCOMPD,PMSIFTCOMPD:IFT COMP_DAILY transaction report,48563,10706,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                                                *
PMSIFTPDNGD,PMSIFTPDNGD:IFT PDNG_DAILY transaction report,48565,10704,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                                                *
PMSIFTPDNGD,PMSIFTPDNGD:IFT PDNG_DAILY transaction report,48565,10704,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 99 99                  AAA AAA                                      AAA      AAAA999999999999                                   AAAAAAAA                                                   *
PMSIFTPDNGD,PMSIFTPDNGD:IFT PDNG_DAILY transaction report,48565,10704,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                                                    *
PMSIFTPDNGD,PMSIFTPDNGD:IFT PDNG_DAILY transaction report,48565,10704,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                                                *
PMSINSTCOMPD,PMSINSTCOMPD:Comp_Daily Transaction Rpt,48290,10462,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                        *
PMSINSTCOMPD,PMSINSTCOMPD:Comp_Daily Transaction Rpt,48290,10462,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 999999.99              AAA AAA      99999.99        9999.99         AAA      AAAA999999999999                                   AAAAAAAA                           *
PMSINSTCOMPD,PMSINSTCOMPD:Comp_Daily Transaction Rpt,48290,10462,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                            *
PMSINSTCOMPD,PMSINSTCOMPD:Comp_Daily Transaction Rpt,48290,10462,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                        *
PMSINSTPDNGD,PMSINSTPDNGD:PDNG Daily Transaction Report,48291,10461,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                                                *
PMSINSTPDNGD,PMSINSTPDNGD:PDNG Daily Transaction Report,48291,10461,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 999999.99              AAA AAA      99999.99        9999.99         AAA      AAAA999999999999                                   AAAAAAAA                                                   *
PMSINSTPDNGD,PMSINSTPDNGD:PDNG Daily Transaction Report,48291,10461,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                                                    *
PMSINSTPDNGD,PMSINSTPDNGD:PDNG Daily Transaction Report,48291,10461,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                                                *
PMSRTGSCOMPD,PMSRTGSCOMPD:Comp_Daily Transaction Report,48294,10467,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                                                *
PMSRTGSCOMPD,PMSRTGSCOMPD:Comp_Daily Transaction Report,48294,10467,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 999999.99              AAA AAA      99999.99        9999.99         AAA      AAAA999999999999                                   AAAAAAAA                                                   *
PMSRTGSCOMPD,PMSRTGSCOMPD:Comp_Daily Transaction Report,48294,10467,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                                                    *
PMSRTGSCOMPD,PMSRTGSCOMPD:Comp_Daily Transaction Report,48294,10467,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                                                *
PMSRTGSPDNGD,PMSRTGSPDNGD:PDNG Daily Transaction Report,48292,10466,3,4,Rpt_Date,Date,16,23,8,1,1,RptTitle,  AAAAAA AAAA : 99999999                                                                                                                                                                                                                                *
PMSRTGSPDNGD,PMSRTGSPDNGD:PDNG Daily Transaction Report,48292,10466,4,2,ref_no,Text,2,17,16,1,1,RptDetailLine001,9 AAAA999999999999 AA         AAAAA      AAAAAA     99999999 999999.99              AAA AAA      99999.99        9999.99         AAA      AAAA999999999999                                   AAAAAAAA                                                   *
PMSRTGSPDNGD,PMSRTGSPDNGD:PDNG Daily Transaction Report,48292,10466,5,3,sender_name,Text,37,116,80,1,1,RptDetailLine002,9 9999999999                         AAAAAAA9_999999                                                                                                                                                                                                    *
PMSRTGSPDNGD,PMSRTGSPDNGD:PDNG Daily Transaction Report,48292,10466,6,4,receiver_name,Text,73,122,50,1,1,RptDetailLine003,9 99999999                            9999999999                         AA AAAA AAAAAAA                                                                                                                                                                *
RECAUMW1,RECAUMW1:AU MXMW Matched Items Rpt,41641,10794,6,4,GSID,Text,41,61,21,1,1,RptDetailLine001,9AA   99999999        AAAAAAAAA9         99999999999999999999       AAA    AAA    99999999                   99999999                   99/99/9999 99/99/9999 99/99/9999 99/99/9999 AAAAA AAAAA   9           99999999    9           9           9A      *
RECAUMW2,RECAUMW2:AU MXMW Unmatched Items Rpt,41642,10793,6,4,GSID,Text,41,61,21,1,1,RptDetailLine001,9AA   99999999        AAAAAAAAA9         99999999999999999999       AAA    AAA    99999999                   99999999                   99/99/9999 99/99/9999 99/99/9999 99/99/9999 AAAAA AAAAA   9           99999999    9           9           9A      *
RECHKMW1,RECHKMW1:HK MXMW Matched Items Rpt,41643,10792,6,4,GSID,Text,41,61,21,1,1,RptDetailLine001,9AA   99999999        AAAAAAAAA9         99999999999999999999       AAA    AAA    99999999                   99999999                   99/99/9999 99/99/9999 99/99/9999 99/99/9999 AAAAA AAAAA   9           99999999    9           9           9A      *
RECHKMW2,RECHKMW2:HK MXMW Unmatched Items Rpt,41644,10791,6,4,GSID,Text,41,61,21,1,1,RptDetailLine001,9AA   99999999        AAAAAAAAA9         99999999999999999999       AAA    AAA    99999999                   99999999                   99/99/9999 99/99/9999 99/99/9999 99/99/9999 AAAAA AAAAA   9           99999999    9           9           9A      *
RECMYCUST1,RECMYCUST1:T24 Custodian Matched Positions Rpt,46110,8408,4,1,SIDE,Text,0,7,8,1,1,RptDetailLine001,"9A99     99/99/99     99999                                 AA9999999999   AAAAA.AAAA 999999-999                 AAA                      99,999,999.999999   AAAAAAAAA         AA A99 AA AAAA (AAAA.AAAAAA)  99999999999*"
RECMYCUST2,RECMYCUST2:T24 Custodian Unmatched Positions Rpt,46111,8414,4,3,SK_ACCOUNT,Text,22,59,38,1,1,RptDetailLine001,"9A99     99/99/99     99999                                 999999-AAA     AAAAA.AAAA 999999-999                 AAA                      99,999,999.999999   AAAAAAAAA         AA A99 AA AAAA (AAAA.AAAAAA)           *"
RPT921A,RPT921A:,49063,10844,6,3,TR_NAME,Text,11,55,45,1,1,RptDetail1,"A9  AAA    AAA AAA AAAAA                                    999        9999999   9999999  9999/99/99                    9.99          9,999.99               9.99  A   A9      -                                     *"
RPT921A,RPT921A:,49063,10844,6,6,USERNO,DigitCode,60,66,7,1,1,RptDetail1,"A9  AAA    AAA AAA AAAAA                                    999        9999999   9999999  9999/99/99                    9.99          9,999.99               9.99  A   A9      -                                     *"
RPT921A,RPT921A:,49063,10844,6,8,GL_BUY_LIMIT,Text,79,87,9,1,1,RptDetail1,"A9  AAA    AAA AAA AAAAA                                    999        9999999   9999999  9999/99/99                    9.99          9,999.99               9.99  A   A9      -                                     *"
RPT921A,RPT921A:,49063,10844,6,11,NET_COLL,Decimal,108,123,16,1,1,RptDetail1,"A9  AAA    AAA AAA AAAAA                                    999        9999999   9999999  9999/99/99                    9.99          9,999.99               9.99  A   A9      -                                     *"
RPT921B,RPT921B:,49064,10851,6,2,tr_code,Text,4,5,2,1,1,RptDetail,"A9  AA        AAAAA AAA AAA                                          AAA    9999999    9999999   A          A                9,999.99       9,999.99       -999.99       999.99        999.99*"
RPT921B,RPT921B:,49064,10851,6,3,tr_name,Text,14,63,50,1,1,RptDetail,"A9  AA        AAAAA AAA AAA                                          AAA    9999999    9999999   A          A                9,999.99       9,999.99       -999.99       999.99        999.99*"
RPT921B,RPT921B:,49064,10851,6,6,grp,Text,69,71,3,1,1,RptDetail,"A9  AA        AAAAA AAA AAA                                          AAA    9999999    9999999   A          A                9,999.99       9,999.99       -999.99       999.99        999.99*"
RPT921B,RPT921B:,49064,10851,6,8,gl_limit_now,DigitCode,87,93,7,1,1,RptDetail,"A9  AA        AAAAA AAA AAA                                          AAA    9999999    9999999   A          A                9,999.99       9,999.99       -999.99       999.99        999.99*"
RPT921C,RPT921C:,49065,10848,6,3,tr_name,Text,11,63,53,1,1,RptDetail,"A9  AAA    AAA AAA AAA                                           999       AAA99  9999999  9999999   9999/99/99      99,999.99   99,999.99        9.99   A    AA    9  A                   *"
RPT921C,RPT921C:,49065,10848,6,6,user_No,Text,65,71,7,1,1,RptDetail,"A9  AAA    AAA AAA AAA                                           999       AAA99  9999999  9999999   9999/99/99      99,999.99   99,999.99        9.99   A    AA    9  A                   *"
RPT921C,RPT921C:,49065,10848,6,15,tr,Text,158,159,2,1,1,RptDetail,"A9  AAA    AAA AAA AAA                                           999       AAA99  9999999  9999999   9999/99/99      99,999.99   99,999.99        9.99   A    AA    9  A                   *"
RPT921D,RPT921D:,49066,10850,6,3,tr_name,Text,10,29,20,1,1,RptDetail,"A9  AAA   AAA AAA AA, AAAAAA (999     A9      9999999   9999999   9999/99/99   A        A                 9.99     9.99          9.99        9.99   -99,999.99   99,999.99   99,999.99        9.99          9.99          9.99*"
RPT921D,RPT921D:,49066,10850,6,7,user_no,Text,30,36,7,1,1,RptDetail,"A9  AAA   AAA AAA AA, AAAAAA (999     A9      9999999   9999999   9999/99/99   A        A                 9.99     9.99          9.99        9.99   -99,999.99   99,999.99   99,999.99        9.99          9.99          9.99*"
RPT921D,RPT921D:,49066,10850,6,8,tr_code,Text,38,39,2,1,1,RptDetail,"A9  AAA   AAA AAA AA, AAAAAA (999     A9      9999999   9999999   9999/99/99   A        A                 9.99     9.99          9.99        9.99   -99,999.99   99,999.99   99,999.99        9.99          9.99          9.99*"
SBU001P,SBU001P:SDB Daily Activity Report BOA,40165,3823,8,1,Box_no,DigitCode,0,10,11,1,1,RptLine001,99999       999-9-999999-9 A9999999999 A9999999999 A9999999999       999  (               999.99 )  9        AA: AAA AAAA-AA AAA    *
SBU001P,SBU001P:SDB Daily Activity Report BOA,40165,3823,8,2,A_C_No,Text,12,25,14,1,1,RptLine001,99999       999-9-999999-9 A9999999999 A9999999999 A9999999999       999  (               999.99 )  9        AA: AAA AAAA-AA AAA    *
SBU001P,SBU001P:SDB Daily Activity Report BOA,40165,3823,8,6,Tran_code,DigitCode,69,71,3,1,1,RptLine001,99999       999-9-999999-9 A9999999999 A9999999999 A9999999999       999  (               999.99 )  9        AA: AAA AAAA-AA AAA    *
SBU002P,SBU002P:SDB Daily Activity ReportBOT,40166,3824,8,2,A_C_NO,Text,12,25,14,1,1,RPTLINE001,"AAAAAAAAAAA AAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  AAA  ( 9,999,999,999,999.99-)     A                            *"
SBU003P,SBU003P:SDB Parameter Maintenance Report,40167,3825,4,3,Branch,Integer,9,11,3,1,1,RptHeader002,AAAAAA : 999  AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA                                                               AAAAAAA AAAA :  99/99/99 *
SBU003P,SBU003P:SDB Parameter Maintenance Report,40167,3825,8,2,User_ID,Text,11,20,10,1,1,Rptline001,AAAAAAAAAA AAAAAAAAAA 99:99:99 AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA         AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  *
SBU005P,SBU005P:SDB Account Maintenance Report,40169,3530,4,4,Segment,Alpha,15,16,2,1,1,RptHeader003,AAAAAAA AAAA : AA                                                                                                                   *
SBU005P,SBU005P:SDB Account Maintenance Report,40169,3530,9,2,ID_Number,Text,44,58,15,1,1,RptLine002,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA    AAAAAAAAAAAAAAA    AA    AAAAAAAAAA  AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA *
SBU005P,SBU005P:SDB Account Maintenance Report,40169,3530,9,3,Mic_Code,Alpha,63,64,2,1,1,RptLine002,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA    AAAAAAAAAAAAAAA    AA    AAAAAAAAAA  AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA *
SBU006P,SBU006P:SDB Box Noby range Maintenance Report,40170,3539,4,2,BRANCH,DigitCode,8,10,3,1,1,RPTHEADER002,AAAAAA: 999 AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA                                                                 AAAAAAA AAAA :  99/99/99 *
SBU006P,SBU006P:SDB Box Noby range Maintenance Report,40170,3539,6,5,USER_ID,Text,68,77,10,1,1,RPTLINE001,AAAAAAAAAAA      AAAAAAAAAAA     99/99/9999        99/99/9999       AAAAAAAAAA     99:99:99                                         *
SBU007P,SBU007P :SDB AFT Failure Report,40171,3828,8,1,DR_AC,Text,0,13,14,1,1,RPTLINE001,"AAAAAAAAAAAAAA A                          AAAAAAAAAAAAAA          99-99-99  9,999,999,999,999.99   AAAAAAAAAAAAAAAAAAAA  AAAAAAAAAAA*"
SBU007P,SBU007P :SDB AFT Failure Report,40171,3828,8,7,BOX_NO,Text,121,131,11,1,1,RPTLINE001,"AAAAAAAAAAAAAA A                          AAAAAAAAAAAAAA          99-99-99  9,999,999,999,999.99   AAAAAAAAAAAAAAAAAAAA  AAAAAAAAAAA*"
SBU007P,SBU007P :SDB AFT Failure Report,40171,3828,9,1,DR_AC_ACCT_NAME,Text,0,39,40,1,1,RPTLINE002,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA                                                  *
SBU009P,SBU009P :SDB Staff Monitoring Report,40172,3543,8,1,CIF_NAME,Text,0,18,19,1,1,RPTLINE001,AAAAAAAAAAAAAAAAAAA  AAAAAAAAAAA  AAAAAAAAAAAAAA   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA       AA                                *
SBU012P,SBU012P :SDB Account Opened and Closed Report,40173,3826,6,2,Segment,Text,10,11,2,1,1,RptHeader003,AAAAAAA:  AA     AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA                                                                           *
SBU012P,SBU012P :SDB Account Opened and Closed Report,40173,3826,8,1,Product_Type,Text,4,5,2,1,1,RptLine001,    A9                                 9                             9                                                              *
SBZ535SP,SBZ535SP:Successful Account/Service CIF Merge Rpt,40482,3714,9,3,UNWANTED_CIF_NUMBER,Decimal,68,86,19,1,1,RptDetailsLine001,99              AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  9999999999999999999        AAAAAAAAAAAAAAA  /AAA  /AAA          *
SBZ535UP,SBZ535UP:Unsuccessful Account/Service CIF Merge,40483,3712,9,3,UNWANTED_CIF_NAME,DigitCode,68,86,19,1,1,RptDetailsLine001,99              AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  9999999999999999999        AAAAAAAAAAAAAAA  /AAA  /AAA          *
SGSIPPCTI003,SGSIPPCTI003:CTI Daily Listing,49134,10815,12,2,PRODUCT_CODE,Text,3,22,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTI003,SGSIPPCTI003:CTI Daily Listing,49134,10815,12,3,TRANSACTION_CATEGORY,Text,43,52,10,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTI003,SGSIPPCTI003:CTI Daily Listing,49134,10815,12,4,CIF_TYPE,Text,83,102,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTI003,SGSIPPCTI003:CTI Daily Listing,49134,10815,12,5,INSTRUCTION_ID,Text,123,162,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTI003,SGSIPPCTI003:CTI Daily Listing,49134,10815,12,6,MESSAGE_ID,Text,163,202,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO001,SGSIPPCTO001:CTO Internal Daily Listing,49135,10813,12,2,PRODUCT_CODE,Text,3,22,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
